CHARACTER,WORLD,SCORE,CYL 1 VOTES,CYL 2 VOTES,CYL 3 VOTES,CYL 4 VOTES,CYL 5 VOTES,CYL 6 VOTES,CYL 7 VOTES,CYL 8 VOTES,CYL 9 VOTES
Medeus,Archanea,1425.74,169.0,302.0,653.0,429.0,260.0,467.0,126.0,54.0,43.0
Norne,Archanea,1424.59,607.0,421.0,524.0,173.0,189.0,230.0,140.0,114.0,104.0
Thales,Fodlan,1423.92,,,,277.0,159.0,199.0,133.0,64.0,76.0
Sirius,Archanea,1423.68,742.0,1024.0,1778.0,271.0,114.0,93.0,62.0,58.0,49.0
Lana,Jugdral,1423.53,199.0,129.0,184.0,219.0,161.0,166.0,185.0,183.0,232.0
Maria,Archanea,1422.99,412.0,397.0,454.0,250.0,147.0,197.0,97.0,106.0,100.0
Homer,Jugdral,1422.25,66.0,92.0,162.0,87.0,120.0,158.0,113.0,239.0,110.0
Mikoto,Fates,1421.94,1228.0,1787.0,802.0,258.0,116.0,130.0,76.0,65.0,45.0
Cecil,Archanea,1421.7,186.0,158.0,207.0,152.0,168.0,190.0,133.0,101.0,94.0
Ewan,Magvel,1421.7,930.0,1010.0,817.0,138.0,79.0,103.0,84.0,86.0,93.0
Naoise,Jugdral,1421.53,262.0,150.0,232.0,202.0,167.0,188.0,139.0,113.0,129.0
Eleanora,Elibe,1418.82,,,,,97.0,113.0,102.0,100.0,99.0
Lance,Elibe,1417.85,303.0,198.0,185.0,205.0,153.0,137.0,154.0,153.0,133.0
Walhart,Ylisse,1415.3,1045.0,1335.0,322.0,168.0,107.0,117.0,60.0,41.0,47.0
Oscar,Tellius,1411.67,967.0,306.0,300.0,144.0,163.0,159.0,107.0,82.0,63.0
Elimine,Elibe,1410.68,,,,,,,,,66.0
Lex,Jugdral,1410.64,426.0,510.0,870.0,738.0,469.0,74.0,50.0,45.0,36.0
Forsyth,Valentia,1409.77,54.0,839.0,820.0,174.0,144.0,150.0,101.0,92.0,105.0
Farina,Elibe,1409.43,719.0,426.0,449.0,434.0,428.0,70.0,43.0,43.0,48.0
Saleh,Magvel,1409.38,272.0,395.0,413.0,360.0,240.0,132.0,68.0,89.0,121.0
Mathilda,Valentia,1409.05,313.0,521.0,444.0,168.0,122.0,120.0,104.0,122.0,93.0
Levail,Tellius,1408.18,,,,,182.0,128.0,80.0,80.0,71.0
Sara,Jugdral,1408.11,330.0,304.0,571.0,568.0,131.0,113.0,87.0,58.0,81.0
Bramimond,Elibe,1407.81,,,,,205.0,172.0,61.0,57.0,66.0
Ladislava,Fodlan,1405.85,,,,155.0,100.0,158.0,114.0,91.0,79.0
Elffin,Elibe,1405.85,83.0,140.0,170.0,204.0,171.0,173.0,180.0,171.0,23.0
Linus,Elibe,1405.18,284.0,635.0,322.0,224.0,116.0,133.0,113.0,93.0,67.0
Kamui,Valentia,1405.01,147.0,526.0,438.0,401.0,325.0,415.0,51.0,29.0,19.0
Karel (FE07),Elibe,1404.05,770.0,341.0,321.0,157.0,108.0,111.0,59.0,86.0,92.0
Rolf ,Tellius,1403.84,916.0,497.0,427.0,195.0,148.0,130.0,75.0,81.0,64.0
Marty,Jugdral,1402.76,433.0,230.0,238.0,128.0,104.0,150.0,168.0,113.0,63.0
Makalov,Tellius,1402.42,216.0,132.0,116.0,148.0,96.0,168.0,157.0,125.0,124.0
Geitz,Elibe,1402.06,219.0,162.0,178.0,155.0,147.0,148.0,91.0,114.0,90.0
Basilio,Ylisse,1401.84,994.0,711.0,834.0,427.0,282.0,43.0,54.0,25.0,35.0
Rudolf,Valentia,1401.78,95.0,621.0,666.0,432.0,123.0,139.0,67.0,77.0,49.0
Renault,Elibe,1401.4,143.0,117.0,170.0,148.0,135.0,120.0,96.0,112.0,88.0
Wallace,Elibe,1400.67,442.0,326.0,333.0,172.0,95.0,127.0,85.0,87.0,83.0
Shiro,Fates,1400.37,932.0,675.0,526.0,191.0,101.0,115.0,63.0,56.0,48.0
Jedah,Valentia,1399.21,,247.0,303.0,156.0,78.0,124.0,74.0,70.0,77.0
Ephidel,Elibe,1398.9,301.0,282.0,270.0,220.0,144.0,122.0,123.0,88.0,86.0
Ashera,Tellius,1398.63,316.0,601.0,1079.0,568.0,461.0,94.0,46.0,35.0,23.0
Lindon,Elyos,1397.9,,,,,,,,97.0,43.0
Amy,Tellius,1397.72,364.0,291.0,284.0,113.0,70.0,156.0,83.0,172.0,94.0
Cath,Elibe,1396.89,300.0,194.0,253.0,190.0,471.0,229.0,88.0,50.0,54.0
Yune,Tellius,1396.69,428.0,488.0,878.0,367.0,105.0,102.0,89.0,78.0,44.0
Noah,Elibe,1396.2,347.0,276.0,296.0,197.0,190.0,240.0,176.0,60.0,35.0
Gray,Valentia,1395.41,115.0,685.0,384.0,193.0,112.0,225.0,115.0,119.0,84.0
Ogier,Elibe,1392.81,232.0,111.0,186.0,135.0,153.0,189.0,169.0,127.0,30.0
Amalda,Jugdral,1392.67,59.0,127.0,139.0,106.0,123.0,141.0,120.0,132.0,102.0
Hestia,Valentia,1392.02,,533.0,753.0,331.0,170.0,215.0,124.0,22.0,11.0
Vyland,Archanea,1391.25,675.0,270.0,317.0,176.0,128.0,90.0,141.0,85.0,39.0
Febail,Jugdral,1391.02,217.0,162.0,262.0,220.0,174.0,168.0,167.0,45.0,66.0
Asugi,Fates,1390.56,823.0,289.0,305.0,132.0,79.0,91.0,77.0,67.0,59.0
Fergus,Jugdral,1390.18,97.0,83.0,139.0,105.0,104.0,109.0,113.0,101.0,102.0
Deen (FE02/15),Valentia,1390.05,65.0,465.0,496.0,354.0,247.0,169.0,83.0,44.0,73.0
Castor,Archanea,1389.98,380.0,246.0,332.0,242.0,147.0,195.0,110.0,127.0,39.0
Arion,Jugdral,1389.56,101.0,198.0,381.0,379.0,267.0,262.0,234.0,26.0,24.0
Barst,Archanea,1388.61,841.0,352.0,411.0,246.0,155.0,180.0,68.0,55.0,52.0
Gunter,Fates,1387.31,813.0,261.0,283.0,175.0,75.0,124.0,81.0,80.0,76.0
Candace,Fates,1386.91,426.0,208.0,255.0,89.0,100.0,192.0,147.0,120.0,32.0
Laylea,Jugdral,1386.5,70.0,125.0,173.0,108.0,63.0,221.0,101.0,79.0,96.0
Duma,Valentia,1386.07,,503.0,677.0,288.0,91.0,97.0,78.0,52.0,44.0
Legion,Archanea,1384.64,218.0,352.0,327.0,172.0,146.0,164.0,101.0,86.0,57.0
Asbel,Jugdral,1384.17,279.0,257.0,407.0,446.0,80.0,114.0,69.0,69.0,49.0
Petrine,Tellius,1383.87,325.0,514.0,621.0,366.0,79.0,121.0,71.0,67.0,45.0
Azama,Fates,1381.08,1180.0,464.0,381.0,167.0,91.0,109.0,72.0,53.0,45.0
Brunnya,Elibe,1380.61,280.0,444.0,566.0,210.0,132.0,117.0,73.0,67.0,45.0
Hisame,Fates,1380.33,378.0,173.0,186.0,95.0,73.0,73.0,74.0,203.0,243.0
Ulki,Tellius,1380.01,226.0,141.0,171.0,101.0,99.0,106.0,101.0,100.0,199.0
August,Jugdral,1379.2,,,,,355.0,304.0,36.0,26.0,27.0
Gilbert,Fodlan,1378.97,,,,120.0,84.0,119.0,67.0,70.0,73.0
Ethlyn,Jugdral,1376.97,465.0,532.0,298.0,166.0,98.0,131.0,58.0,71.0,54.0
Astram,Archanea,1376.06,237.0,421.0,624.0,236.0,118.0,138.0,63.0,75.0,49.0
Sully,Ylisse,1375.87,1938.0,321.0,323.0,102.0,70.0,105.0,67.0,72.0,59.0
Saphir,Elyos,1375.48,,,,,,,,74.0,49.0
Niime,Elibe,1375.14,167.0,197.0,284.0,314.0,249.0,328.0,23.0,23.0,27.0
Ena,Tellius,1375.09,231.0,369.0,393.0,269.0,66.0,92.0,53.0,54.0,45.0
Samuel ,Archanea,1374.77,148.0,98.0,113.0,406.0,96.0,130.0,70.0,77.0,79.0
Melady,Elibe,1374.72,545.0,618.0,666.0,477.0,71.0,92.0,71.0,61.0,48.0
Carrion,Jugdral,1374.61,224.0,143.0,151.0,222.0,107.0,127.0,96.0,132.0,67.0
Harken,Elibe,1373.94,299.0,353.0,333.0,256.0,140.0,189.0,118.0,22.0,36.0
Malice,Archanea,1373.87,397.0,491.0,563.0,320.0,262.0,74.0,49.0,45.0,75.0
Beowolf,Jugdral,1373.38,141.0,120.0,185.0,166.0,81.0,119.0,100.0,128.0,101.0
Ganglöt (Ganglot),Heroes,1373.37,,,,,,,157.0,50.0,39.0
Samson,Archanea,1372.3,160.0,202.0,356.0,186.0,106.0,112.0,78.0,97.0,54.0
Trec,Elibe,1366.61,192.0,95.0,105.0,145.0,104.0,131.0,73.0,116.0,102.0
Midir,Jugdral,1366.58,173.0,116.0,137.0,130.0,122.0,182.0,133.0,104.0,55.0
Yukimura,Fates,1365.95,310.0,219.0,198.0,144.0,83.0,111.0,128.0,118.0,29.0
Muirne,Jugdral,1365.87,114.0,84.0,104.0,73.0,85.0,103.0,62.0,95.0,121.0
Garon,Fates,1365.81,689.0,671.0,252.0,134.0,76.0,78.0,34.0,63.0,53.0
Lyre,Tellius,1364.82,460.0,443.0,532.0,290.0,214.0,89.0,42.0,47.0,34.0
Mycen,Valentia,1364.79,85.0,399.0,342.0,214.0,235.0,265.0,182.0,22.0,15.0
Sigrun,Tellius,1364.78,599.0,759.0,1136.0,170.0,84.0,77.0,54.0,66.0,45.0
Galzus,Jugdral,1363.27,152.0,214.0,299.0,342.0,302.0,294.0,33.0,42.0,21.0
Count Hevring,Fodlan,1363.17,,,,,,,121.0,57.0,25.0
Draug,Archanea,1362.98,819.0,289.0,326.0,181.0,119.0,104.0,60.0,49.0,53.0
Kempf,Jugdral,1362.12,157.0,204.0,280.0,106.0,96.0,122.0,79.0,88.0,70.0
Tauroneo,Tellius,1361.33,219.0,224.0,244.0,95.0,104.0,122.0,90.0,90.0,58.0
Alen,Elibe,1360.22,290.0,141.0,187.0,195.0,120.0,125.0,79.0,97.0,120.0
Seforia,Elyos,1358.34,,,,,,,,68.0,42.0
Frey,Archanea,1356.63,248.0,161.0,166.0,110.0,64.0,90.0,60.0,63.0,84.0
Valbar,Valentia,1356.34,247.0,710.0,736.0,98.0,59.0,67.0,50.0,41.0,34.0
Murdock (FE06),Elibe,1356.09,119.0,155.0,217.0,217.0,210.0,190.0,141.0,11.0,19.0
Abel,Archanea,1355.59,1134.0,450.0,395.0,168.0,109.0,120.0,58.0,60.0,36.0
Vaida,Elibe,1354.59,126.0,179.0,238.0,192.0,113.0,129.0,130.0,138.0,14.0
Zola,Fates,1353.58,375.0,193.0,200.0,103.0,74.0,102.0,83.0,75.0,52.0
Jake,Archanea,1353.49,209.0,159.0,242.0,171.0,114.0,132.0,84.0,89.0,79.0
Hinata,Fates,1351.98,1427.0,357.0,358.0,135.0,75.0,80.0,133.0,74.0,34.0
Margrave Gautier,Fodlan,1351.0,,,,,,,120.0,47.0,45.0
Jagen,Archanea,1350.96,907.0,211.0,294.0,155.0,66.0,73.0,61.0,65.0,38.0
Brendan,Elibe,1350.57,,,,,115.0,85.0,85.0,52.0,49.0
Elbert,Elibe,1348.03,,,,,65.0,64.0,56.0,72.0,54.0
Jubelo,Archanea,1347.93,135.0,78.0,48.0,37.0,32.0,86.0,105.0,104.0,179.0
Sin,Elibe,1347.74,237.0,156.0,178.0,119.0,85.0,104.0,63.0,74.0,117.0
Saias,Jugdral,1347.55,155.0,225.0,128.0,113.0,99.0,84.0,92.0,76.0,72.0
Tanith,Tellius,1346.47,359.0,344.0,454.0,179.0,116.0,60.0,43.0,51.0,49.0
Mustafa,Ylisse,1345.34,1017.0,473.0,437.0,295.0,51.0,47.0,30.0,31.0,24.0
Natasha,Magvel,1343.73,421.0,588.0,648.0,484.0,41.0,90.0,37.0,42.0,47.0
Nichol,Fates,1343.35,271.0,109.0,122.0,53.0,67.0,124.0,69.0,79.0,130.0
Gatrie,Tellius,1343.06,562.0,424.0,447.0,266.0,57.0,89.0,51.0,64.0,55.0
Brady,Ylisse,1342.07,1040.0,555.0,690.0,99.0,70.0,77.0,57.0,33.0,46.0
Isadora,Elibe,1340.28,274.0,257.0,350.0,235.0,182.0,189.0,143.0,32.0,16.0
Diarmuid,Jugdral,1339.79,146.0,94.0,120.0,120.0,91.0,92.0,80.0,90.0,84.0
Gotoh,Archanea,1339.23,132.0,217.0,386.0,239.0,121.0,131.0,106.0,30.0,24.0
Caesar,Archanea,1338.77,232.0,124.0,123.0,111.0,146.0,70.0,62.0,63.0,67.0
Guinivere (FE07),Elibe,1336.08,367.0,324.0,364.0,215.0,88.0,126.0,56.0,39.0,33.0
Shiva,Jugdral,1335.58,155.0,112.0,170.0,125.0,83.0,113.0,51.0,71.0,74.0
Elen,Elibe,1335.43,162.0,104.0,117.0,96.0,108.0,87.0,71.0,73.0,95.0
Percy,Fates,1335.18,373.0,200.0,220.0,121.0,70.0,124.0,78.0,48.0,55.0
Eremiya,Archanea,1334.99,126.0,220.0,366.0,288.0,39.0,74.0,33.0,43.0,29.0
Validar,Ylisse,1333.65,425.0,248.0,360.0,205.0,143.0,157.0,113.0,16.0,5.0
Horace,Archanea,1331.14,204.0,131.0,146.0,97.0,93.0,109.0,112.0,76.0,55.0
Merlinus (FE07),Elibe,1330.61,474.0,490.0,494.0,379.0,65.0,44.0,41.0,23.0,28.0
Fiona,Tellius,1330.17,212.0,155.0,155.0,75.0,76.0,111.0,82.0,94.0,70.0
Eyvel,Jugdral,1330.16,165.0,337.0,321.0,106.0,56.0,101.0,74.0,47.0,51.0
Wendell,Archanea,1329.45,234.0,133.0,180.0,119.0,52.0,74.0,114.0,118.0,51.0
Daisy,Jugdral,1327.52,101.0,97.0,94.0,272.0,50.0,55.0,60.0,96.0,48.0
Coirpre,Jugdral,1326.61,36.0,16.0,43.0,28.0,25.0,37.0,235.0,164.0,157.0
Gwendolyn,Elibe,1325.11,648.0,248.0,288.0,125.0,68.0,65.0,40.0,61.0,50.0
Fee,Jugdral,1324.92,228.0,118.0,175.0,161.0,128.0,181.0,197.0,39.0,40.0
Edain,Jugdral,1324.66,41.0,61.0,133.0,166.0,115.0,182.0,167.0,157.0,18.0
Tethys,Magvel,1324.42,518.0,1167.0,807.0,112.0,55.0,64.0,46.0,43.0,29.0
Marisha,Archanea,1323.6,110.0,102.0,133.0,83.0,78.0,82.0,89.0,95.0,94.0
Tina,Jugdral,1322.87,68.0,69.0,102.0,72.0,115.0,307.0,336.0,25.0,11.0
Randolph,Fodlan,1322.45,,,,176.0,76.0,76.0,69.0,42.0,29.0
Jarod,Tellius,1321.11,146.0,181.0,123.0,72.0,118.0,116.0,75.0,86.0,23.0
Marcus (FE06),Elibe,1319.71,232.0,143.0,182.0,114.0,98.0,111.0,58.0,57.0,58.0
Tomas (FE01/11),Archanea,1319.41,125.0,101.0,83.0,93.0,71.0,100.0,92.0,72.0,81.0
Syrene,Magvel,1319.12,208.0,152.0,175.0,105.0,101.0,122.0,78.0,51.0,19.0
Ryan,Archanea,1317.94,141.0,104.0,86.0,73.0,68.0,88.0,86.0,43.0,42.0
Silvia,Jugdral,1316.62,203.0,274.0,188.0,91.0,64.0,71.0,60.0,60.0,65.0
Hyacinth,Elyos,1313.22,,,,,,,,38.0,46.0
Orson,Magvel,1312.96,255.0,234.0,236.0,192.0,184.0,56.0,52.0,41.0,32.0
Chad,Elibe,1312.75,475.0,219.0,333.0,97.0,64.0,65.0,43.0,48.0,60.0
Hawkeye,Elibe,1312.38,456.0,216.0,239.0,133.0,63.0,61.0,57.0,59.0,20.0
Lara,Jugdral,1311.72,233.0,235.0,220.0,150.0,122.0,147.0,100.0,42.0,28.0
Atlas,Valentia,1310.42,67.0,479.0,559.0,298.0,237.0,313.0,31.0,31.0,25.0
Travant,Jugdral,1309.48,232.0,260.0,463.0,110.0,71.0,72.0,49.0,35.0,38.0
Devdan,Tellius,1307.14,223.0,171.0,247.0,127.0,93.0,90.0,49.0,41.0,45.0
Arran,Archanea,1306.87,211.0,124.0,172.0,85.0,58.0,60.0,71.0,64.0,52.0
Gharnef,Archanea,1306.46,346.0,560.0,255.0,128.0,59.0,61.0,34.0,21.0,24.0
Phina,Archanea,1304.79,196.0,270.0,227.0,51.0,46.0,68.0,98.0,38.0,43.0
Roshea,Archanea,1304.2,240.0,157.0,212.0,154.0,142.0,45.0,43.0,53.0,34.0
Sedgar,Archanea,1302.37,328.0,190.0,232.0,135.0,82.0,50.0,49.0,63.0,45.0
Yatsufusa/Gharnef,TMS #FE,1302.36,,,,162.0,69.0,93.0,73.0,34.0,32.0
Geese,Elibe,1301.77,267.0,232.0,261.0,187.0,51.0,57.0,23.0,41.0,25.0
Anna (FE10),Tellius,1301.17,523.0,236.0,560.0,139.0,38.0,54.0,38.0,17.0,16.0
Kjelle,Ylisse,1300.74,791.0,560.0,680.0,73.0,40.0,55.0,36.0,24.0,15.0
Kyle,Magvel,1300.69,262.0,127.0,136.0,110.0,82.0,127.0,81.0,70.0,16.0
Yen'fay,Ylisse,1299.96,436.0,317.0,317.0,201.0,144.0,78.0,51.0,37.0,18.0
Shannam,Jugdral,1299.7,63.0,80.0,97.0,96.0,105.0,109.0,100.0,76.0,64.0
Acheron,Fodlan,1299.64,,,,89.0,98.0,87.0,37.0,32.0,40.0
Bartre (FE06),Elibe,1298.32,159.0,291.0,157.0,79.0,52.0,62.0,39.0,31.0,34.0
Fargus,Elibe,1297.39,,,,,150.0,164.0,95.0,20.0,11.0
Marla,Valentia,1296.38,,241.0,348.0,147.0,63.0,105.0,76.0,16.0,7.0
Clive,Valentia,1295.62,75.0,209.0,171.0,107.0,86.0,73.0,67.0,50.0,65.0
Lene,Jugdral,1295.08,143.0,127.0,245.0,95.0,85.0,85.0,51.0,54.0,49.0
Gazak,Fates,1294.97,,,,,59.0,65.0,41.0,34.0,37.0
Bantu,Archanea,1294.33,348.0,558.0,516.0,120.0,42.0,44.0,52.0,24.0,30.0
Rainbow Sage,Fates,1293.97,428.0,230.0,284.0,86.0,46.0,79.0,41.0,48.0,35.0
Claud,Jugdral,1293.68,40.0,26.0,78.0,158.0,72.0,71.0,76.0,76.0,61.0
Cervantes,Ylisse,1293.42,864.0,323.0,360.0,149.0,88.0,123.0,21.0,14.0,12.0
Rafiel,Tellius,1292.42,149.0,408.0,377.0,317.0,30.0,41.0,28.0,29.0,25.0
Lifis,Jugdral,1291.52,179.0,91.0,177.0,118.0,186.0,43.0,56.0,35.0,71.0
Daniela,Fates,1291.03,,,,,27.0,59.0,51.0,43.0,52.0
Dagdar,Jugdral,1289.32,97.0,61.0,87.0,101.0,160.0,111.0,64.0,66.0,38.0
Galle,Elibe,1289.24,273.0,255.0,301.0,185.0,36.0,27.0,28.0,28.0,27.0
Jamke,Jugdral,1287.37,245.0,231.0,104.0,68.0,67.0,59.0,35.0,41.0,51.0
Bryce,Tellius,1287.16,,,,,61.0,49.0,49.0,35.0,45.0
Matthis,Archanea,1286.88,214.0,105.0,127.0,483.0,178.0,824.0,20.0,23.0,6.0
Siegbert,Fates,1286.58,459.0,317.0,173.0,91.0,69.0,40.0,34.0,34.0,24.0
Riku/Abel,TMS #FE,1286.35,,,,164.0,78.0,87.0,43.0,30.0,33.0
Miranda,Jugdral,1285.97,238.0,240.0,299.0,211.0,51.0,66.0,37.0,29.0,40.0
Lombard,Jugdral,1285.97,73.0,69.0,125.0,116.0,80.0,79.0,62.0,52.0,66.0
Ronan,Jugdral,1283.6,133.0,233.0,167.0,423.0,60.0,46.0,44.0,26.0,52.0
Bors,Elibe,1283.44,205.0,123.0,111.0,44.0,90.0,196.0,101.0,90.0,18.0
Count Gloucester,Fodlan,1283.43,,,,,,,97.0,36.0,19.0
Linda,Jugdral,1282.35,75.0,76.0,99.0,69.0,57.0,37.0,78.0,56.0,70.0
Juno,Elibe,1282.01,108.0,65.0,106.0,145.0,136.0,43.0,64.0,28.0,22.0
Dryas,Jugdral,1281.1,,,,,58.0,37.0,45.0,56.0,25.0
Ignatius,Fates,1279.3,214.0,140.0,137.0,52.0,43.0,57.0,44.0,47.0,42.0
Bastian,Tellius,1278.65,190.0,126.0,179.0,143.0,83.0,139.0,104.0,10.0,16.0
Cord,Archanea,1275.67,233.0,102.0,128.0,112.0,72.0,60.0,41.0,28.0,41.0
Aida,Jugdral,1275.63,82.0,94.0,145.0,94.0,61.0,72.0,77.0,43.0,40.0
Eda,Jugdral,1275.42,115.0,96.0,112.0,95.0,72.0,47.0,40.0,59.0,53.0
Fado,Magvel,1274.31,104.0,118.0,187.0,105.0,43.0,83.0,46.0,28.0,30.0
Excellus,Ylisse,1270.5,254.0,116.0,113.0,73.0,57.0,60.0,40.0,31.0,50.0
Jahn,Elibe,1268.28,60.0,68.0,63.0,85.0,60.0,72.0,64.0,72.0,60.0
Cain (FE05),Jugdral,1267.41,55.0,16.0,38.0,21.0,45.0,45.0,56.0,107.0,79.0
Emperor Ionius IX,Fodlan,1266.03,,,,94.0,52.0,83.0,43.0,46.0,13.0
Aimee,Tellius,1264.6,120.0,93.0,117.0,57.0,81.0,75.0,42.0,44.0,34.0
Douglas,Elibe,1263.28,152.0,93.0,118.0,67.0,42.0,56.0,44.0,72.0,44.0
Caellach,Magvel,1262.42,171.0,257.0,229.0,199.0,38.0,54.0,36.0,33.0,57.0
Raydrik,Jugdral,1260.4,50.0,56.0,65.0,51.0,280.0,37.0,36.0,39.0,39.0
Salem,Jugdral,1260.17,118.0,107.0,108.0,152.0,140.0,120.0,21.0,28.0,15.0
Gareth,Tellius,1258.27,198.0,116.0,128.0,84.0,62.0,60.0,51.0,42.0,28.0
Dozla,Magvel,1257.73,397.0,290.0,326.0,85.0,45.0,41.0,35.0,26.0,19.0
Kumagera,Fates,1257.08,,,,,43.0,45.0,50.0,30.0,36.0
Vigarde,Magvel,1256.9,,,,,74.0,118.0,44.0,13.0,10.0
Merlinus (FE06),Elibe,1256.33,318.0,164.0,272.0,1456.0,30.0,19.0,12.0,10.0,29.0
Saul,Elibe,1256.23,290.0,213.0,202.0,142.0,152.0,30.0,39.0,19.0,19.0
Karin,Jugdral,1253.84,168.0,105.0,135.0,130.0,110.0,115.0,18.0,26.0,18.0
Largo,Tellius,1252.36,196.0,112.0,138.0,59.0,68.0,77.0,44.0,43.0,35.0
Renning,Tellius,1250.6,153.0,130.0,166.0,92.0,50.0,82.0,40.0,40.0,23.0
Díthorba (Dithorba),Jugdral,1250.29,,,,,41.0,22.0,128.0,30.0,25.0
Desaix,Valentia,1249.53,59.0,54.0,57.0,30.0,17.0,17.0,791.0,82.0,23.0
Bord,Archanea,1244.75,268.0,84.0,125.0,83.0,54.0,55.0,33.0,27.0,39.0
Fred,Jugdral,1241.34,36.0,50.0,155.0,64.0,30.0,128.0,39.0,50.0,53.0
Ilios,Jugdral,1240.19,106.0,83.0,71.0,50.0,47.0,58.0,44.0,53.0,67.0
Iucharba,Jugdral,1238.3,98.0,59.0,62.0,68.0,59.0,39.0,46.0,43.0,83.0
Ralf,Jugdral,1237.7,53.0,48.0,55.0,65.0,52.0,74.0,48.0,37.0,29.0
Reptor,Jugdral,1236.46,106.0,49.0,80.0,61.0,46.0,46.0,44.0,34.0,27.0
Tanya,Jugdral,1236.31,143.0,111.0,207.0,67.0,41.0,47.0,26.0,38.0,16.0
Selphina,Jugdral,1236.15,59.0,48.0,72.0,56.0,42.0,99.0,33.0,42.0,39.0
Hawk,Jugdral,1236.02,75.0,38.0,55.0,40.0,47.0,67.0,38.0,71.0,63.0
Iuchar,Jugdral,1236.0,92.0,65.0,103.0,88.0,48.0,39.0,39.0,30.0,44.0
Phila,Ylisse,1233.52,,,,,161.0,182.0,20.0,17.0,17.0
Ishtore,Jugdral,1231.7,60.0,31.0,49.0,62.0,35.0,50.0,48.0,40.0,30.0
Hicks,Jugdral,1231.07,41.0,9.0,42.0,187.0,50.0,43.0,34.0,29.0,24.0
Deen (FE05),Jugdral,1231.06,56.0,53.0,66.0,56.0,46.0,44.0,40.0,54.0,41.0
Manfroy,Jugdral,1229.74,70.0,55.0,103.0,113.0,53.0,40.0,36.0,33.0,39.0
Brighton,Jugdral,1226.24,61.0,49.0,73.0,55.0,56.0,44.0,30.0,49.0,23.0
Irma,Valentia,1226.17,,80.0,102.0,58.0,21.0,65.0,53.0,38.0,22.0
Roger,Archanea,1225.18,88.0,81.0,63.0,49.0,51.0,44.0,40.0,32.0,72.0
Nobu/Gangrel,TMS #FE,1223.96,,,,98.0,47.0,75.0,42.0,19.0,29.0
Annand,Jugdral,1223.87,109.0,120.0,200.0,153.0,103.0,27.0,16.0,23.0,21.0
Rickard,Archanea,1222.17,102.0,77.0,104.0,95.0,85.0,68.0,17.0,19.0,23.0
Hans,Fates,1222.07,272.0,104.0,106.0,69.0,70.0,54.0,15.0,17.0,14.0
Kyza,Tellius,1221.13,142.0,94.0,115.0,77.0,70.0,32.0,20.0,32.0,11.0
Darros,Archanea,1220.21,157.0,128.0,166.0,106.0,25.0,37.0,22.0,19.0,7.0
Danved,Tellius,1216.77,140.0,115.0,171.0,91.0,37.0,44.0,35.0,23.0,16.0
Osian,Jugdral,1215.15,240.0,327.0,493.0,54.0,26.0,23.0,11.0,25.0,20.0
Alec,Jugdral,1215.14,142.0,62.0,101.0,68.0,36.0,44.0,40.0,22.0,48.0
Robert,Jugdral,1215.02,48.0,28.0,23.0,59.0,52.0,61.0,30.0,36.0,28.0
Daichi,Fates,1212.58,,,,,37.0,58.0,30.0,24.0,18.0
Nealuchi,Tellius,1212.38,92.0,61.0,130.0,69.0,52.0,42.0,48.0,25.0,28.0
Bartre (FE07),Elibe,1212.29,228.0,176.0,135.0,62.0,46.0,42.0,25.0,22.0,24.0
Glade,Jugdral,1207.78,17.0,535.0,104.0,70.0,22.0,53.0,22.0,20.0,19.0
Perne,Jugdral,1206.85,63.0,30.0,50.0,40.0,59.0,57.0,55.0,10.0,46.0
Ymir (FE01/11),Archanea,1206.5,139.0,130.0,147.0,76.0,26.0,35.0,29.0,18.0,11.0
Lawson,Valentia,1206.33,,130.0,81.0,47.0,33.0,51.0,23.0,25.0,36.0
Byron,Jugdral,1205.8,45.0,45.0,95.0,74.0,37.0,48.0,18.0,26.0,24.0
Larum,Elibe,1203.31,131.0,218.0,238.0,47.0,44.0,48.0,29.0,25.0,14.0
Bloom,Jugdral,1203.09,18.0,7.0,67.0,35.0,14.0,12.0,65.0,31.0,36.0
Lang,Archanea,1199.53,96.0,70.0,108.0,44.0,37.0,41.0,27.0,25.0,34.0
Creidne,Jugdral,1199.35,65.0,19.0,51.0,48.0,40.0,54.0,35.0,58.0,30.0
Rennac,Magvel,1197.51,206.0,138.0,137.0,155.0,117.0,25.0,14.0,13.0,10.0
Astolfo,Elibe,1196.3,64.0,53.0,38.0,66.0,45.0,32.0,36.0,31.0,31.0
Jorge,Tellius,1195.88,39.0,21.0,1598.0,6728.0,27.0,6.0,18.0,4.0,5.0
Rufus,Fodlan,1193.03,,,,,,,39.0,19.0,15.0
Nomah,Valentia,1192.84,97.0,58.0,73.0,34.0,22.0,37.0,33.0,31.0,26.0
Dolph,Archanea,1190.01,109.0,64.0,74.0,46.0,37.0,42.0,20.0,26.0,24.0
Zephiel (FE07),Elibe,1188.6,104.0,231.0,236.0,99.0,33.0,43.0,24.0,23.0,7.0
Hannibal,Jugdral,1187.77,104.0,72.0,96.0,54.0,19.0,36.0,23.0,26.0,21.0
Valtome,Tellius,1186.87,55.0,56.0,61.0,31.0,26.0,48.0,21.0,26.0,31.0
Amid,Jugdral,1186.69,36.0,13.0,26.0,22.0,51.0,58.0,56.0,17.0,34.0
Count Varley,Fodlan,1185.68,,,,,,,34.0,16.0,14.0
Safy,Jugdral,1185.11,45.0,59.0,96.0,29.0,41.0,45.0,98.0,12.0,18.0
